GW,Team Rank,Formation,Total Score,GK Player,GK Club,GK Score,DEF Player,DEF Club,DEF Score,MID Player,MID Club,MID Score,FWD Player,FWD Club,FWD Score,Extra Player,Extra Club,Extra Position,Extra Score
GW 660,4,Extra DEF,276.2,Anatolii Trubin,SL Benfica,32.7,Wilfried Singo,Galatasaray Spor Kulübü,61.9,Mario Lemina,Galatasaray Spor Kulübü,60.3,Sidiki Chérif,Fenerbahçe Spor Kulübü,60.0,Sacha Boey,Galatasaray Spor Kulübü,DEF,61.3
GW 659,1,Extra MID,449.2,Rui Silva,Sporting Clube de Portugal,69.6,James Tavernier,Rangers FC,100.0,Enzo Barrenechea,SL Benfica,90.8,Kerim-Sam Alajbegović,FC Red Bull Salzburg,98.8,Rodrigo Zalazar,Sporting Braga,MID,90.0
GW 659,2,Extra MID,414.0,Diogo Costa,FC Porto,63.3,Tuur Rommens,Rangers FC,89.3,Marco Asensio,Fenerbahçe Spor Kulübü,89.9,Trincão,Sporting Clube de Portugal,85.1,Wilfred Ndidi,Beşiktaş Jimnastik Kulübü,MID,86.4
GW 659,3,Extra DEF,391.6,Anatolii Trubin,SL Benfica,61.6,Frans Krätzig,FC Red Bull Salzburg,85.5,Orkun Kökçü,Beşiktaş Jimnastik Kulübü,77.9,Karim Konaté,FC Red Bull Salzburg,81.9,Michael Murillo,Beşiktaş Jimnastik Kulübü,DEF,84.7
GW 659,4,Extra DEF,384.8,Ersin Destanoğlu,Beşiktaş Jimnastik Kulübü,60.6,Levent Mercan,Fenerbahçe Spor Kulübü,84.1,Maximiliano Araújo,Sporting Clube de Portugal,77.4,Mikey Moore,Rangers FC,80.4,Kieran Tierney,Celtic FC,DEF,82.3
GW 658,1,Extra DEF,399.2,Anatolii Trubin,SL Benfica,58.7,Davinson Sánchez,Galatasaray Spor Kulübü,83.7,Gabriel Sara,Galatasaray Spor Kulübü,100.0,Noa Lang,Galatasaray Spor Kulübü,83.1,Sacha Boey,Galatasaray Spor Kulübü,DEF,73.7
GW 658,2,Extra DEF,305.9,Ederson,Fenerbahçe Spor Kulübü,48.5,Tomás Araújo,SL Benfica,70.9,Lucas Torreira,Galatasaray Spor Kulübü,55.4,Benjamin Nygren,Celtic FC,67.5,Samuel Dahl,SL Benfica,DEF,63.6
GW 658,3,Extra FWD,253.6,Uğurcan Çakır,Galatasaray Spor Kulübü,33.2,Nicolás Otamendi,SL Benfica,50.6,N'Golo Kanté,Fenerbahçe Spor Kulübü,53.6,Barış Yılmaz,Galatasaray Spor Kulübü,59.1,Roger Fernandes,Sporting Braga,FWD,57.1
GW 658,4,Extra DEF,191.9,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Kieran Tierney,Celtic FC,48.3,Fredrik Aursnes,SL Benfica,49.7,Yunus Akgün,Galatasaray Spor Kulübü,46.6,Auston Trusty,Celtic FC,DEF,47.3
GW 657,1,Extra FWD,449.4,Diogo Costa,FC Porto,67.7,João Mendes,Vitória Guimarães SC,100.0,Orkun Kökçü,Beşiktaş Jimnastik Kulübü,81.7,Mauro Icardi,Galatasaray Spor Kulübü,100.0,Youssef Chermiti,Rangers FC,FWD,100.0
GW 657,2,Extra DEF,398.6,Rui Silva,Sporting Clube de Portugal,62.4,Gonçalo Inácio,Sporting Clube de Portugal,87.1,Ernest Muçi,Trabzonspor Kulübü,81.0,Benjamin Nygren,Celtic FC,81.4,Kieran Tierney,Celtic FC,DEF,86.7
GW 657,3,Extra DEF,376.5,Ederson,Fenerbahçe Spor Kulübü,50.0,Frans Krätzig,FC Red Bull Salzburg,86.4,Maximiliano Araújo,Sporting Clube de Portugal,72.9,Ricardo Horta,Sporting Braga,80.9,Thiago Balieiro,Vitória Guimarães SC,DEF,86.3
GW 657,4,Extra DEF,347.9,Kasper Schmeichel,Celtic FC,43.4,Jan Bednarek,FC Porto,77.1,Enzo Barrenechea,SL Benfica,70.2,Sebastian Tounekti,Celtic FC,80.7,Julián Araujo,Celtic FC,DEF,76.5
GW 656,1,Extra DEF,383.3,Jack Butland,Rangers FC,47.2,James Tavernier,Rangers FC,87.6,Nicolas Raskin,Rangers FC,77.9,Roger Fernandes,Sporting Braga,85.6,Saracchi,Celtic FC,DEF,85.0
GW 656,2,Extra MID,326.8,Kasper Schmeichel,Celtic FC,39.6,Nasser Djiga,Rangers FC,67.1,Mohammed Diomandé,Rangers FC,75.8,Sebastian Tounekti,Celtic FC,76.5,Callum McGregor,Celtic FC,MID,67.8
GW 656,3,Extra DEF,233.5,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Liam Scales,Celtic FC,60.6,Alex Oxlade-Chamberlain,Celtic FC,60.0,Benjamin Nygren,Celtic FC,55.9,Auston Trusty,Celtic FC,DEF,57.0
GW 656,4,Extra DEF,189.6,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,John Souttar,Rangers FC,46.7,Tochi Chukwuani,Rangers FC,55.9,Daizen Maeda,Celtic FC,42.2,Julián Araujo,Celtic FC,DEF,44.8
GW 655,1,Extra MID,475.5,Uğurcan Çakır,Galatasaray Spor Kulübü,75.8,Jan Bednarek,FC Porto,100.0,Arsenii Batahov,Trabzonspor Kulübü,100.0,Ricardo Horta,Sporting Braga,99.7,Florian Grillitsch,Sporting Braga,MID,100.0
GW 655,2,Extra FWD,426.4,Lukáš Horníček,Sporting Braga,71.3,Joane Gadou,FC Red Bull Salzburg,93.8,João Moutinho,Sporting Braga,84.0,Kerem Aktürkoğlu,Fenerbahçe Spor Kulübü,90.0,Barış Yılmaz,Galatasaray Spor Kulübü,FWD,87.3
GW 655,3,Extra DEF,402.0,André Onana,Trabzonspor Kulübü,66.8,Emmanuel Agbadou,Beşiktaş Jimnastik Kulübü,84.7,Ernest Muçi,Trabzonspor Kulübü,83.5,Hyeongyu Oh,Beşiktaş Jimnastik Kulübü,85.5,Davinson Sánchez,Galatasaray Spor Kulübü,DEF,81.5
GW 655,4,Extra FWD,376.8,Diogo Costa,FC Porto,61.7,Samuel Dahl,SL Benfica,77.2,Orkun Kökçü,Beşiktaş Jimnastik Kulübü,79.1,Paul Onuachu,Trabzonspor Kulübü,80.3,Yunus Akgün,Galatasaray Spor Kulübü,FWD,78.5
GW 654,1,Extra FWD,352.1,Jack Butland,Rangers FC,13.0,James Tavernier,Rangers FC,86.0,Mohammed Diomandé,Rangers FC,83.6,Mikey Moore,Rangers FC,92.0,Oliver Antman,Rangers FC,FWD,77.5
GW 654,2,Extra FWD,275.8,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Tuur Rommens,Rangers FC,66.6,Nicolas Raskin,Rangers FC,60.8,Andreas Skov Olsen,Rangers FC,74.5,Djeidi Gassama,Rangers FC,FWD,73.9
GW 654,3,Extra DEF,218.0,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,John Souttar,Rangers FC,64.1,Thelonious Aasgaard,Rangers FC,40.2,Bojan Miovski,Rangers FC,61.5,Nasser Djiga,Rangers FC,DEF,52.2
GW 654,4,Extra DEF,126.8,Alaa Bellaarouch,Sporting Braga,0.0,Jayden Meghoma,Rangers FC,50.4,Abdou Fall,Fenerbahçe Spor Kulübü,0.0,Ryan Naderi,Rangers FC,37.9,Max Aarons,Rangers FC,DEF,38.5
GW 653,1,Extra MID,481.2,Kasper Schmeichel,Celtic FC,90.3,Nicolás Otamendi,SL Benfica,95.2,Gabriel Sara,Galatasaray Spor Kulübü,100.0,Ricardo Horta,Sporting Braga,100.0,Callum McGregor,Celtic FC,MID,95.7
GW 653,2,Extra FWD,460.0,Jack Butland,Rangers FC,89.1,Liam Scales,Celtic FC,93.2,Orkun Kökçü,Beşiktaş Jimnastik Kulübü,93.0,Pau Víctor,Sporting Braga,93.6,Victor Osimhen,Galatasaray Spor Kulübü,FWD,91.1
GW 653,3,Extra DEF,417.7,Charles,Vitória Guimarães SC,82.1,Mert Müldür,Fenerbahçe Spor Kulübü,89.0,Arsenii Batahov,Trabzonspor Kulübü,89.6,Václav Černý,Beşiktaş Jimnastik Kulübü,73.0,Emmanuel Agbadou,Beşiktaş Jimnastik Kulübü,DEF,84.0
GW 653,4,Extra DEF,389.1,Uğurcan Çakır,Galatasaray Spor Kulübü,74.3,Kieran Tierney,Celtic FC,82.6,Rodrigo Zalazar,Sporting Braga,81.3,Mauro Icardi,Galatasaray Spor Kulübü,69.7,Nelson Semedo,Fenerbahçe Spor Kulübü,DEF,81.2
GW 652,1,Extra FWD,422.6,Anatolii Trubin,SL Benfica,77.5,Nicolás Otamendi,SL Benfica,73.0,Maximiliano Araújo,Sporting Clube de Portugal,85.8,Vangelis Pavlidis,SL Benfica,97.0,Andreas Schjelderup,SL Benfica,FWD,89.3
GW 652,2,Extra FWD,377.7,Ederson,Fenerbahçe Spor Kulübü,66.6,Ousmane Diomande,Sporting Clube de Portugal,72.1,Arne Engels,Celtic FC,83.9,Trincão,Sporting Clube de Portugal,81.1,Djeidi Gassama,Rangers FC,FWD,74.0
GW 652,3,Extra FWD,341.8,Lukáš Horníček,Sporting Braga,60.0,Gustaf Lagerbielke,Sporting Braga,66.3,Morten Hjulmand,Sporting Clube de Portugal,73.2,Kerim-Sam Alajbegović,FC Red Bull Salzburg,72.0,Kerem Aktürkoğlu,Fenerbahçe Spor Kulübü,FWD,70.3
GW 652,4,Extra MID,317.2,Uğurcan Çakır,Galatasaray Spor Kulübü,47.4,Kieran Tierney,Celtic FC,65.0,Rodrigo Mora,FC Porto,68.5,Benjamin Nygren,Celtic FC,68.1,Fredrik Aursnes,SL Benfica,MID,68.2
GW 651,1,Extra DEF,467.1,Diogo Costa,FC Porto,77.1,James Tavernier,Rangers FC,100.0,Nicolas Raskin,Rangers FC,99.8,Ricardo Horta,Sporting Braga,90.2,Sidny Cabral,SL Benfica,DEF,100.0
GW 651,2,Extra MID,440.5,Jack Butland,Rangers FC,63.7,Bright Arrey-Mbi,Sporting Braga,87.5,Gabriel Sara,Galatasaray Spor Kulübü,99.7,Pau Víctor,Sporting Braga,90.1,Ilkay Gündogan,Galatasaray Spor Kulübü,MID,99.5
GW 651,3,Extra MID,412.1,Lukáš Horníček,Sporting Braga,60.5,António Silva,SL Benfica,81.4,Rodrigo Zalazar,Sporting Braga,98.0,Gabri Martínez,Sporting Braga,86.2,Christ Inao Oulaï,Trabzonspor Kulübü,MID,86.0
GW 651,4,Extra DEF,376.3,Anatolii Trubin,SL Benfica,60.0,Gonçalo Inácio,Sporting Clube de Portugal,80.2,Maximiliano Araújo,Sporting Clube de Portugal,80.5,Vangelis Pavlidis,SL Benfica,76.1,Martim Fernandes,FC Porto,DEF,79.5
GW 650,1,Extra DEF,483.5,Lukáš Horníček,Sporting Braga,90.1,Auston Trusty,Celtic FC,100.0,İsmail Yüksek,Fenerbahçe Spor Kulübü,99.5,Kerim-Sam Alajbegović,FC Red Bull Salzburg,93.9,Frans Krätzig,FC Red Bull Salzburg,DEF,100.0
GW 650,2,Extra DEF,427.3,Jack Butland,Rangers FC,76.6,Gustaf Lagerbielke,Sporting Braga,100.0,Mohammed Diomandé,Rangers FC,80.1,Deniz Gül,FC Porto,70.6,Milan Škriniar,Fenerbahçe Spor Kulübü,DEF,100.0
GW 650,3,Extra DEF,362.8,Rui Silva,Sporting Clube de Portugal,55.7,Amar Dedić,SL Benfica,83.4,Tim Trummer,FC Red Bull Salzburg,75.7,Luis Suárez,Sporting Clube de Portugal,70.0,Abdülkerim Bardakcı,Galatasaray Spor Kulübü,DEF,78.0
GW 650,4,Extra MID,333.3,Uğurcan Çakır,Galatasaray Spor Kulübü,51.0,Nasser Djiga,Rangers FC,74.3,Soumaïla Diabaté,FC Red Bull Salzburg,74.8,Roland Sallai,Galatasaray Spor Kulübü,60.6,Nicolas Raskin,Rangers FC,MID,72.6
GW 649,1,Extra DEF,468.0,Lukáš Horníček,Sporting Braga,81.6,Samuel Dahl,SL Benfica,100.0,Orkun Kökçü,Beşiktaş Jimnastik Kulübü,100.0,Barış Yılmaz,Galatasaray Spor Kulübü,93.0,Emirhan Topçu,Beşiktaş Jimnastik Kulübü,DEF,93.4
GW 649,2,Extra DEF,425.6,Diogo Costa,FC Porto,80.0,Gonçalo Inácio,Sporting Clube de Portugal,88.4,Heorhii Sudakov,SL Benfica,92.9,El Bilal Touré,Beşiktaş Jimnastik Kulübü,76.9,Michael Murillo,Beşiktaş Jimnastik Kulübü,DEF,87.4
GW 649,3,Extra MID,388.2,Ersin Destanoğlu,Beşiktaş Jimnastik Kulübü,75.9,Alberto Costa,FC Porto,77.5,Geny Catamo,Sporting Clube de Portugal,83.9,Trincão,Sporting Clube de Portugal,67.9,Alan Varela,FC Porto,MID,83.0
GW 649,4,Extra MID,368.1,Rui Silva,Sporting Clube de Portugal,67.6,Jakub Kiwior,FC Porto,77.2,Talisca,Fenerbahçe Spor Kulübü,79.0,Leroy Sané,Galatasaray Spor Kulübü,65.8,Leandro Barreiro,SL Benfica,MID,78.5
GW 648,1,Extra DEF,368.4,Kasper Schmeichel,Celtic FC,85.3,Liam Scales,Celtic FC,70.0,Arne Engels,Celtic FC,75.0,Benjamin Nygren,Celtic FC,71.0,Julián Araujo,Celtic FC,DEF,67.1
GW 648,2,Extra DEF,215.6,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Kieran Tierney,Celtic FC,61.5,Callum McGregor,Celtic FC,48.4,Noa Lang,Galatasaray Spor Kulübü,52.3,Auston Trusty,Celtic FC,DEF,53.4
GW 648,3,Extra FWD,124.7,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,Abdülkerim Bardakcı,Galatasaray Spor Kulübü,0.0,Reo Hatate,Celtic FC,39.0,Yang Hyun-Jun,Celtic FC,46.1,Sebastian Tounekti,Celtic FC,FWD,39.6
GW 648,4,Extra FWD,107.2,Alaa Bellaarouch,Sporting Braga,0.0,Adam Montgomery,Celtic FC,0.0,Luke McCowan,Celtic FC,36.3,Daizen Maeda,Celtic FC,35.9,Paul Onuachu,Trabzonspor Kulübü,FWD,35.0
GW 647,1,Extra DEF,441.6,Jack Butland,Rangers FC,80.4,James Tavernier,Rangers FC,100.0,Arne Engels,Celtic FC,74.4,Victor Osimhen,Galatasaray Spor Kulübü,86.8,Kieran Tierney,Celtic FC,DEF,100.0
GW 647,2,Extra DEF,395.6,Kasper Schmeichel,Celtic FC,65.9,Liam Scales,Celtic FC,100.0,Thelonious Aasgaard,Rangers FC,71.2,Djeidi Gassama,Rangers FC,76.2,Jayden Meghoma,Rangers FC,DEF,82.3
GW 647,3,Extra DEF,282.9,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,John Souttar,Rangers FC,76.9,Callum McGregor,Celtic FC,68.5,Yang Hyun-Jun,Celtic FC,71.3,Auston Trusty,Celtic FC,DEF,66.2
GW 647,4,Extra FWD,246.5,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,Julián Araujo,Celtic FC,60.6,Christ Inao Oulaï,Trabzonspor Kulübü,59.6,Benjamin Nygren,Celtic FC,65.3,Noa Lang,Galatasaray Spor Kulübü,FWD,61.0
GW 646,1,Extra MID,441.0,Jack Butland,Rangers FC,81.6,Emmanuel Fernandez,Rangers FC,88.3,Connor Barron,Rangers FC,100.0,Noa Lang,Galatasaray Spor Kulübü,73.1,Nicolas Raskin,Rangers FC,MID,98.0
GW 646,2,Extra DEF,243.6,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,James Tavernier,Rangers FC,67.5,Christ Inao Oulaï,Trabzonspor Kulübü,77.9,Michel-Ange Balikwisha,Celtic FC,43.0,Jayden Meghoma,Rangers FC,DEF,55.2
GW 646,3,Extra MID,188.4,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,John Souttar,Rangers FC,54.7,Mohammed Diomandé,Rangers FC,46.8,Mikey Moore,Rangers FC,40.3,Thelonious Aasgaard,Rangers FC,MID,46.6
GW 646,4,Extra DEF,152.2,Alaa Bellaarouch,Sporting Braga,0.0,Dujon Sterling,Rangers FC,40.0,Mattéo Guendouzi,Fenerbahçe Spor Kulübü,40.2,Bojan Miovski,Rangers FC,36.9,Max Aarons,Rangers FC,DEF,35.1
GW 645,1,Extra FWD,438.9,Jack Butland,Rangers FC,72.0,Eduardo Quaresma,Sporting Clube de Portugal,100.0,Nicolas Raskin,Rangers FC,82.2,Noah Saviolo,Vitória Guimarães SC,92.4,Vangelis Pavlidis,SL Benfica,FWD,92.3
GW 645,2,Extra FWD,373.9,Rui Silva,Sporting Clube de Portugal,68.8,Jan Bednarek,FC Porto,69.6,Richard Ríos,SL Benfica,76.1,Victor Osimhen,Galatasaray Spor Kulübü,80.5,Youssef Chermiti,Rangers FC,FWD,78.9
GW 645,3,Extra FWD,359.0,Diogo Costa,FC Porto,64.8,Rodrigo Abascal,Vitória Guimarães SC,68.1,João Moutinho,Sporting Braga,74.1,Yang Hyun-Jun,Celtic FC,76.3,Djeidi Gassama,Rangers FC,FWD,75.7
GW 645,4,Extra FWD,321.8,Juan Castillo,Vitória Guimarães SC,42.3,Tomás Araújo,SL Benfica,67.8,Leandro Barreiro,SL Benfica,66.3,Benjamin Nygren,Celtic FC,73.4,Trincão,Sporting Clube de Portugal,FWD,72.0
GW 644,1,Extra DEF,366.7,Jack Butland,Rangers FC,64.4,Auston Trusty,Celtic FC,78.3,Thelonious Aasgaard,Rangers FC,75.8,Youssef Chermiti,Rangers FC,75.4,Jayden Meghoma,Rangers FC,DEF,72.8
GW 644,2,Extra DEF,280.2,Kasper Schmeichel,Celtic FC,20.7,Emmanuel Agbadou,Beşiktaş Jimnastik Kulübü,61.9,Geny Catamo,Sporting Clube de Portugal,72.1,Paul Onuachu,Trabzonspor Kulübü,66.2,John Souttar,Rangers FC,DEF,59.3
GW 644,3,Extra DEF,225.1,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Ousmane Diomande,Sporting Clube de Portugal,57.1,Christ Inao Oulaï,Trabzonspor Kulübü,56.3,Djeidi Gassama,Rangers FC,55.3,Emmanuel Fernandez,Rangers FC,DEF,56.4
GW 644,4,Extra MID,190.1,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,Colby Donovan,Celtic FC,47.1,Callum McGregor,Celtic FC,48.1,Michel-Ange Balikwisha,Celtic FC,48.8,Nicolas Raskin,Rangers FC,MID,46.1
GW 643,1,Extra MID,482.3,Jack Butland,Rangers FC,93.9,Jan Bednarek,FC Porto,100.0,Wilfred Ndidi,Beşiktaş Jimnastik Kulübü,97.2,Luis Suárez,Sporting Clube de Portugal,100.0,Maximiliano Araújo,Sporting Clube de Portugal,MID,91.2
GW 643,2,Extra MID,400.1,Juan Castillo,Vitória Guimarães SC,65.2,Eduardo Quaresma,Sporting Clube de Portugal,87.0,Connor Barron,Rangers FC,82.2,Benjamin Nygren,Celtic FC,85.6,Arne Engels,Celtic FC,MID,80.1
GW 643,3,Extra FWD,373.1,Rui Silva,Sporting Clube de Portugal,61.7,Nicolás Otamendi,SL Benfica,79.0,Geny Catamo,Sporting Clube de Portugal,76.1,Pepê,FC Porto,78.2,Samu Omorodion,FC Porto,FWD,78.1
GW 643,4,Extra MID,344.6,Lukáš Horníček,Sporting Braga,39.8,Jayden Meghoma,Rangers FC,77.8,Rodrigo Zalazar,Sporting Braga,76.1,Trincão,Sporting Clube de Portugal,77.7,Thelonious Aasgaard,Rangers FC,MID,73.2
GW 642,1,Extra FWD,364.7,Rui Silva,Sporting Clube de Portugal,27.0,Ricardo Mangas,Sporting Clube de Portugal,90.6,Telmo Arcanjo,Vitória Guimarães SC,86.4,Fotis Ioannidis,Sporting Clube de Portugal,84.4,Trincão,Sporting Clube de Portugal,FWD,76.3
GW 642,2,Extra MID,274.5,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Ismail Jakobs,Galatasaray Spor Kulübü,74.3,Maximiliano Araújo,Sporting Clube de Portugal,66.8,Roger Fernandes,Sporting Braga,68.1,N'Golo Kanté,Fenerbahçe Spor Kulübü,MID,65.3
GW 642,3,Extra DEF,243.6,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,Miguel Maga,Vitória Guimarães SC,60.0,Diogo Sousa,Vitória Guimarães SC,63.6,Hyeongyu Oh,Beşiktaş Jimnastik Kulübü,60.0,Thiago Balieiro,Vitória Guimarães SC,DEF,60.0
GW 642,4,Extra MID,201.2,Alaa Bellaarouch,Sporting Braga,0.0,Gonçalo Inácio,Sporting Clube de Portugal,53.5,Geny Catamo,Sporting Clube de Portugal,54.3,Noah Saviolo,Vitória Guimarães SC,46.0,Wilfred Ndidi,Beşiktaş Jimnastik Kulübü,MID,47.4
GW 641,1,Extra DEF,487.7,Diogo Costa,FC Porto,98.0,Nicolás Otamendi,SL Benfica,100.0,Callum McGregor,Celtic FC,100.0,Yunus Akgün,Galatasaray Spor Kulübü,92.9,Kieran Tierney,Celtic FC,DEF,96.8
GW 641,2,Extra MID,434.1,Ederson,Fenerbahçe Spor Kulübü,78.3,Levent Mercan,Fenerbahçe Spor Kulübü,87.7,Marco Asensio,Fenerbahçe Spor Kulübü,91.6,Barış Yılmaz,Galatasaray Spor Kulübü,86.9,Talisca,Fenerbahçe Spor Kulübü,MID,89.6
GW 641,3,Extra MID,394.3,Ersin Destanoğlu,Beşiktaş Jimnastik Kulübü,65.3,Samuel Dahl,SL Benfica,81.8,Orkun Kökçü,Beşiktaş Jimnastik Kulübü,85.2,Benjamin Nygren,Celtic FC,82.5,Ernest Muçi,Trabzonspor Kulübü,MID,79.5
GW 641,4,Extra DEF,371.4,Anatolii Trubin,SL Benfica,64.8,Jakub Kiwior,FC Porto,78.2,Borja Sainz,FC Porto,77.8,Souleymane Faye,Sporting Clube de Portugal,72.5,Tim Drexler,FC Red Bull Salzburg,DEF,78.1
GW 640,1,Extra DEF,316.6,Kasper Schmeichel,Celtic FC,43.2,Auston Trusty,Celtic FC,76.5,Paulo Bernardo,Celtic FC,56.4,Daizen Maeda,Celtic FC,71.7,Anthony Ralston,Celtic FC,DEF,68.8
GW 640,2,Extra MID,197.6,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Kieran Tierney,Celtic FC,49.6,Callum McGregor,Celtic FC,55.7,Yang Hyun-Jun,Celtic FC,46.8,Luke McCowan,Celtic FC,MID,45.5
GW 640,3,Extra MID,161.4,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,Zaidu,FC Porto,35.0,James Forrest,Celtic FC,42.1,Oskar Pietuszewski,FC Porto,43.9,Arne Engels,Celtic FC,MID,40.4
GW 640,4,Extra FWD,147.1,Alaa Bellaarouch,Sporting Braga,0.0,Liam Scales,Celtic FC,32.7,Reo Hatate,Celtic FC,37.3,Anthony Musaba,Fenerbahçe Spor Kulübü,38.9,Benjamin Nygren,Celtic FC,FWD,38.2
GW 639,1,Extra DEF,480.7,Ederson,Fenerbahçe Spor Kulübü,86.6,Alberto Costa,FC Porto,100.0,Christ Inao Oulaï,Trabzonspor Kulübü,100.0,Vangelis Pavlidis,SL Benfica,94.1,Georgios Vagiannidis,Sporting Clube de Portugal,DEF,100.0
GW 639,2,Extra MID,460.6,Lukáš Horníček,Sporting Braga,78.3,Dujon Sterling,Rangers FC,95.3,Oleksandr Zubkov,Trabzonspor Kulübü,99.2,Luis Suárez,Sporting Clube de Portugal,92.0,Geny Catamo,Sporting Clube de Portugal,MID,95.8
GW 639,3,Extra MID,433.6,Juan Castillo,Vitória Guimarães SC,75.4,Gustaf Lagerbielke,Sporting Braga,86.8,Ozan Tufan,Trabzonspor Kulübü,91.1,Kerim-Sam Alajbegović,FC Red Bull Salzburg,90.5,Marco Asensio,Fenerbahçe Spor Kulübü,MID,89.8
GW 639,4,Extra FWD,416.4,Rui Silva,Sporting Clube de Portugal,74.8,Óscar Rivas,Vitória Guimarães SC,82.3,Fredrik Aursnes,SL Benfica,85.5,Václav Černý,Beşiktaş Jimnastik Kulübü,87.3,Leroy Sané,Galatasaray Spor Kulübü,FWD,86.5
GW 638,1,Extra MID,441.3,Uğurcan Çakır,Galatasaray Spor Kulübü,87.8,Víctor Gómez,Sporting Braga,81.3,Talisca,Fenerbahçe Spor Kulübü,96.3,Gabri Martínez,Sporting Braga,81.5,Rodrigo Mora,FC Porto,MID,94.4
GW 638,2,Extra MID,411.0,Lukáš Horníček,Sporting Braga,83.3,Milan Škriniar,Fenerbahçe Spor Kulübü,78.3,Richard Ríos,SL Benfica,90.6,Pau Víctor,Sporting Braga,76.4,Borja Sainz,FC Porto,MID,82.4
GW 638,3,Extra DEF,359.9,Ederson,Fenerbahçe Spor Kulübü,65.9,Jayden Oosterwolde,Fenerbahçe Spor Kulübü,77.8,Enzo Barrenechea,SL Benfica,66.0,Samu Omorodion,FC Porto,74.2,Martim Fernandes,FC Porto,DEF,76.0
GW 638,4,Extra FWD,342.1,Anatolii Trubin,SL Benfica,61.3,Samuel Dahl,SL Benfica,72.6,Soumaïla Diabaté,FC Red Bull Salzburg,64.6,Nene Dorgeles,Fenerbahçe Spor Kulübü,74.1,Kerem Aktürkoğlu,Fenerbahçe Spor Kulübü,FWD,69.5
GW 637,1,Extra FWD,445.2,Jack Butland,Rangers FC,79.4,Jan Bednarek,FC Porto,86.8,Ernest Muçi,Trabzonspor Kulübü,88.6,Václav Černý,Beşiktaş Jimnastik Kulübü,99.6,Ricardo Horta,Sporting Braga,FWD,90.8
GW 637,2,Extra FWD,412.7,Diogo Costa,FC Porto,70.3,Kieran Tierney,Celtic FC,86.1,Lucas Torreira,Galatasaray Spor Kulübü,82.5,Leroy Sané,Galatasaray Spor Kulübü,90.2,Edmund Baidoo,FC Red Bull Salzburg,FWD,83.6
GW 637,3,Extra FWD,383.8,Alexander Schlager,FC Red Bull Salzburg,63.1,Auston Trusty,Celtic FC,80.9,Oleksandr Zubkov,Trabzonspor Kulübü,80.4,Souleymane Faye,Sporting Clube de Portugal,79.7,Victor Osimhen,Galatasaray Spor Kulübü,FWD,79.7
GW 637,4,Extra DEF,368.0,Juan Castillo,Vitória Guimarães SC,60.5,Stefan Lainer,FC Red Bull Salzburg,79.1,Heorhii Sudakov,SL Benfica,73.1,Umut Nayir,Trabzonspor Kulübü,77.7,Thiago Silva,FC Porto,DEF,77.6
GW 636,1,Extra DEF,394.5,Kasper Schmeichel,Celtic FC,80.0,Colby Donovan,Celtic FC,83.6,Nedim Bajrami,Rangers FC,96.0,Daizen Maeda,Celtic FC,60.0,Max Aarons,Rangers FC,DEF,74.9
GW 636,2,Extra DEF,292.2,Jack Butland,Rangers FC,35.6,Auston Trusty,Celtic FC,71.0,Reo Hatate,Celtic FC,64.0,Yang Hyun-Jun,Celtic FC,51.8,Jayden Meghoma,Rangers FC,DEF,69.8
GW 636,3,Extra DEF,219.3,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Liam Scales,Celtic FC,62.2,Tochi Chukwuani,Rangers FC,63.1,Bojan Miovski,Rangers FC,40.4,Emmanuel Fernandez,Rangers FC,DEF,53.6
GW 636,4,Extra DEF,193.0,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,Kieran Tierney,Celtic FC,51.8,Callum McGregor,Celtic FC,53.2,Djeidi Gassama,Rangers FC,38.2,Saracchi,Celtic FC,DEF,49.8
GW 635,1,Extra DEF,468.1,Jack Butland,Rangers FC,77.5,Eduardo Quaresma,Sporting Clube de Portugal,100.0,Beni,Vitória Guimarães SC,100.0,Trincão,Sporting Clube de Portugal,90.6,Rodrigo Abascal,Vitória Guimarães SC,DEF,100.0
GW 635,2,Extra DEF,450.3,Rui Silva,Sporting Clube de Portugal,74.7,Nasser Djiga,Rangers FC,99.8,Orkun Kökçü,Beşiktaş Jimnastik Kulübü,95.5,Vangelis Pavlidis,SL Benfica,82.7,Gustaf Lagerbielke,Sporting Braga,DEF,97.6
